id,name,product_name-label,product links,brand,category,price_vnd,price_label,package_size,image_url,short_description,key_benefits,active_ingredients,usage,origin,warning,tags
1069850,salonpas-pain-relieving-patches,"Salonpas Pain Relieving Patch, 140 Count",https://app.warehouserunner.com/costco/1069850-salonpas-pain-relieving-patch-140-count,Salonpas,Giảm đau & hạ sốt,590000,590.000 VNĐ,140 miếng dán,product-images/salonpas.png,Miếng dán giảm đau tại chỗ cho đau nhẹ ở cơ và khớp.,Hỗ trợ đau cổ vai gáy | Hỗ trợ đau lưng | Hỗ trợ đau khớp | Hỗ trợ đau cơ,Công thức miếng dán giảm đau tại chỗ,Dán một miếng lên vùng đau theo hướng dẫn trên nhãn.,Nhật Bản,"Chỉ dùng ngoài da. Không dán lên vết thương, da kích ứng hoặc dùng với miếng sưởi nếu không có chỉ định.",giảm đau miếng dán salonpas cơ khớp lưng
1999423,olay-super-serum-8-in-1-day-night,"Olay Super Serum 8-in-1 Day & Night, 2-Pack — 0.845 FL OZ Each",https://app.warehouserunner.com/costco/1999423-olay-super-serum-8-in-1-day-night-2-0-845-fl-oz,Olay,Làm đẹp & da,1400000,1.400.000 VNĐ,Bộ serum ngày và đêm,product-images/serum%20olay.png,Bộ serum kết hợp 8 lợi ích chăm sóc da cho ngày và đêm.,Hỗ trợ da săn chắc | Làm mịn da | Hỗ trợ cấp ẩm | Hỗ trợ cải thiện kết cấu da,Niacinamide | Collagen peptide | Vitamin C | Vitamin E | Axit salicylic | Axit lactic | Axit hyaluronic | Glycerin,Thoa lên da sạch vào buổi sáng và buổi tối trước kem dưỡng.,Mỹ,Tránh tiếp xúc trực tiếp với mắt. Dùng kem chống nắng ban ngày. Ngưng dùng nếu kích ứng.,olay serum niacinamide vitamin c hyaluronic chống lão hóa
B06W9K61K7,ensure-original-vanilla-powder,Ensure Original Nutrition Powder Vanilla,https://www.amazon.com/Ensure-Original-Nutrition-protein-Replacement/dp/B06W9K61K7,Ensure,Dinh dưỡng,550000,550.000 VNĐ/lon; 520.000 VNĐ/lon khi mua 6 lon,Lon 14 oz (397 g),product-images/s%E1%BB%AFa%20ensure.png,"Bột dinh dưỡng vị vani cân đối với protein, năng lượng, vitamin và khoáng chất.",Hỗ trợ miễn dịch | Bổ sung năng lượng | Dinh dưỡng cân đối hằng ngày | Hỗ trợ cơ bắp,9 g protein | 250 calories | 25 vitamin và khoáng chất mỗi khẩu phần pha,Pha 6 muỗng gạt với 180 ml nước. Khuấy hoặc lắc đều đến khi tan hoàn toàn.,Mỹ,Không dùng cho trẻ dưới 13 tuổi nếu không có chỉ định của chuyên gia y tế. Không dùng cho người mắc galactosemia.,ensure dinh dưỡng bột protein vitamin vani
1197931,osteo-bi-flex-triple-strength-200,"Osteo Bi-Flex Triple Strength, 200 Tablets",https://app.warehouserunner.com/costco/1197931-osteo-bi-flex-200-tablets,Osteo Bi-Flex,Xương khớp,890000,890.000 VNĐ,200 viên,product-images/thu%E1%BB%91c%20kh%E1%BB%9Bp%20osteo.png,"Sản phẩm hỗ trợ khớp Triple Strength với glucosamine, chondroitin và Joint Shield.",Hỗ trợ sức khỏe khớp | Hỗ trợ sự thoải mái của khớp | Hỗ trợ vận động | Hỗ trợ linh hoạt,Glucosamine | Chondroitin | Joint Shield 5-Loxin Advanced,Uống 2 viên mỗi ngày hoặc theo hướng dẫn trên nhãn.,Mỹ,"Tham khảo ý kiến bác sĩ nếu đang mang thai, cho con bú, dùng thuốc hoặc dị ứng hải sản có vỏ.",khớp osteo bi flex glucosamine chondroitin
B07TVDZ5G7,dramamine-less-drowsy-chewable,Dramamine Less Drowsy Chewable Motion Sickness,https://www.amazon.com/Dramamine-Sickness-Chewable-Tablets-Raspberry/dp/B07TVDZ5G7,Dramamine,Tiêu hóa,270000,270.000 VNĐ,Viên nhai,product-images/thu%E1%BB%91c%20say%20t%C3%A0u%20xe.png,"Viên nhai hỗ trợ phòng và giảm say tàu xe, buồn nôn, chóng mặt và nôn ói.",Hỗ trợ phòng say tàu xe | Hỗ trợ giảm buồn nôn | Hỗ trợ giảm chóng mặt | Hiệu quả đến 24 giờ,Meclizine hydrochloride,Dùng theo hướng dẫn trên nhãn. Không vượt quá liều dùng hằng ngày ghi trên bao bì.,Mỹ,Có thể gây buồn ngủ. Không dùng cùng rượu hoặc thuốc an thần nếu không có chỉ định của bác sĩ.,say tàu xe dramamine buồn nôn chóng mặt du lịch
778152,kirkland-minoxidil-5-foam-men,Kirkland Signature 5% Minoxidil Foam for Men 6-Month Supply,https://app.warehouserunner.com/costco/778152-kirkland-signature-5-minoxidil-foam-for-men-6-mo-supply,Kirkland Signature,Mọc tóc,1660000,1.660.000 VNĐ,Bọt dùng 6 tháng,product-images/tr%E1%BB%8B%20r%E1%BB%A5ng%20t%C3%B3c-%20k%C3%ADch%20m%E1%BB%8Dc%20t%C3%B3c.png,"Bọt minoxidil 5% dùng ngoài da đầu, hỗ trợ mọc tóc cho nam giới.",Hỗ trợ mọc tóc | Kích hoạt lại nang tóc | Hỗ trợ làm chậm rụng tóc | Hoạt chất được bác sĩ da liễu khuyên dùng,Minoxidil 5% dạng bọt dùng ngoài,"Thoa lên da đầu theo hướng dẫn trên nhãn, thường dùng 2 lần mỗi ngày.",Mỹ,Chỉ dành cho nam giới. Chỉ dùng ngoài da. Không dùng trên da đầu kích ứng. Đọc kỹ thông tin thuốc trước khi dùng.,minoxidil mọc tóc nam bọt trị rụng tóc
1562786,childrens-tylenol-dye-free-pain-fever-3-pack,Children's Tylenol Suspension Dye-Free Cherry 3x4 oz,https://app.warehouserunner.com/costco/1562786-children-s-tylenol-suspension-dye-free-cherry-3x4-oz,Tylenol,Sức khỏe trẻ em,500000,500.000 VNĐ / 3 hộp,"3 chai, mỗi chai 120 ml",product-images/tykenol%20tr%E1%BA%BB%20em.png,"Siro Tylenol không màu nhuộm hương cherry, hỗ trợ giảm đau và hạ sốt cho trẻ.",Hạ sốt | Hỗ trợ giảm đau nhẹ | Công thức không màu nhuộm | Dành cho trẻ 2-11 tuổi,Acetaminophen 160 mg trong 5 ml,Dùng liều theo tuổi và cân nặng dựa trên bảng hướng dẫn trên nhãn.,Mỹ,Không vượt quá liều trên nhãn. Hỏi bác sĩ trước khi dùng cho trẻ dưới 2 tuổi hoặc khi triệu chứng kéo dài.,trẻ em tylenol acetaminophen sốt đau
2051218,tylenol-extra-strength-500mg,"Tylenol Extra Strength Acetaminophen 500mg Caplets, 320 Count",https://app.warehouserunner.com/costco/2051218-tylenol-extra-strength-500mg-caplets-320-count,Tylenol,Giảm đau & hạ sốt,750000,750.000 VNĐ,320 viên caplet,product-images/tylenol.png,"Tylenol Extra Strength với acetaminophen 500 mg, hỗ trợ giảm đau và hạ sốt.",Hỗ trợ đau đầu | Hỗ trợ đau cơ | Hỗ trợ đau lưng | Hạ sốt,Acetaminophen 500 mg,Người lớn: dùng theo hướng dẫn trên nhãn. Không vượt quá liều tối đa hằng ngày.,Mỹ,"Không dùng cùng sản phẩm khác có acetaminophen. Có cảnh báo về gan, đọc kỹ nhãn trước khi dùng.",tylenol acetaminophen giảm đau hạ sốt đau đầu
681421,dulcolax-overnight-laxative-5mg,Dulcolax Overnight Laxative Bisacodyl 5 mg,https://app.warehouserunner.com/costco/681421-dulcolax-tablets-200-count,Dulcolax,Tiêu hóa,780000,780.000 VNĐ,200 viên,product-images/t%C3%A1o%20b%C3%B3n.png,"Thuốc nhuận tràng hỗ trợ giảm táo bón qua đêm, tác dụng dự đoán được.",Hỗ trợ giảm táo bón | Hỗ trợ trong 6-12 giờ | Viên dễ nuốt | Phù hợp dùng buổi tối,Bisacodyl 5 mg,Người lớn và trẻ từ 12 tuổi trở lên: uống 1-3 viên mỗi ngày với nước hoặc theo hướng dẫn trên nhãn.,Mỹ,"Không dùng nếu đau bụng, buồn nôn, nôn hoặc thay đổi thói quen đi tiêu đột ngột nếu không có chỉ định của bác sĩ.",táo bón nhuận tràng dulcolax bisacodyl qua đêm
580664,nature-made-prenatal-folic-acid-dha,Nature Made Prenatal + DHA 150 Count,https://app.warehouserunner.com/costco/580664-nature-made-prenatal-dha-150-count,Nature Made,Mẹ bầu,750000,750.000 VNĐ,150 viên nang mềm,product-images/vitamin%20b%E1%BA%A7u.png,"Vitamin bầu có DHA và axit folic, hỗ trợ mẹ và bé.",Hỗ trợ phát triển não bộ và mắt của bé | Bổ sung dưỡng chất cho mẹ | Hỗ trợ ống thần kinh | Hỗ trợ xương và máu,DHA | Axit folic | Sắt | Canxi | Vitamin D | Vitamin và khoáng chất thiết yếu,Uống 1 viên nang mềm mỗi ngày cùng bữa ăn.,Mỹ,"Tham khảo ý kiến chuyên gia y tế trước khi dùng, đặc biệt khi đang mang thai, cho con bú hoặc dùng thuốc.",vitamin bầu dha axit folic mẹ bầu
1106007,natures-bounty-vitamin-d3-5000iu,"Nature's Bounty Vitamin D3 125 mcg, 400 Softgels",https://app.warehouserunner.com/costco/1106007-nature-s-bounty-vitamin-d3-125mcg-400-softgels,Nature's Bounty,Miễn dịch & xương,640000,640.000 VNĐ,400 viên nang mềm giải phóng nhanh,product-images/VITAMIN%20D3.png,"Vitamin D3 hàm lượng cao, hỗ trợ xương, răng và miễn dịch.",Hỗ trợ hấp thu canxi | Hỗ trợ xương và răng | Hỗ trợ miễn dịch | Chất lượng chuẩn USP,Vitamin D3 125 mcg (5000 IU),"Uống 1 viên nang mềm mỗi ngày, tốt nhất cùng bữa ăn, hoặc theo hướng dẫn trên nhãn.",Mỹ,"Tham khảo ý kiến bác sĩ nếu đang mang thai, cho con bú, dùng thuốc hoặc có bệnh lý.",vitamin d3 miễn dịch xương răng
1969459,olly-kids-multivitamin-probiotic,OLLY Kids Multi + Probiotic Gummy 160 CT,https://app.warehouserunner.com/costco/1969459-olly-kids-multi-probiotic-gummy-160ct,Olly,Vitamin trẻ em,630000,630.000 VNĐ,160 viên kẹo dẻo,product-images/VITAMIN%20KID%20OLLY.png,"Kẹo dẻo vitamin cho trẻ kết hợp lợi khuẩn, hỗ trợ sức khỏe hằng ngày.",Hỗ trợ miễn dịch | Hỗ trợ xương và răng | Hỗ trợ chuyển hóa năng lượng | Hỗ trợ tiêu hóa,"Vitamin A, C, D, E, nhóm B và kẽm | Lợi khuẩn Bacillus coagulans BC30",Trẻ em: nhai 2 viên mỗi ngày hoặc theo hướng dẫn trên nhãn.,Mỹ,Để xa tầm tay trẻ em. Chỉ dùng theo hướng dẫn.,trẻ em vitamin probiotic olly kẹo dẻo tiêu hóa
870735,kirkland-adult-multivitamin-gummies-320,"Kirkland Signature Adult Multivitamin Gummies, 2 x 160 CT",https://app.warehouserunner.com/costco/870735-kirkland-signature-adult-multi-gummies-2x160ct,Kirkland Signature,Vitamin tổng hợp,620000,620.000 VNĐ,320 viên kẹo dẻo (2 lọ x 160),product-images/vitamin%20ng%C6%B0%E1%BB%9Di%20l%E1%BB%9Bn.png,"Kẹo dẻo vitamin tổng hợp cho người lớn, hỗ trợ miễn dịch, xương, năng lượng và sức khỏe tổng thể.",Hỗ trợ miễn dịch | Hỗ trợ xương | Hỗ trợ chuyển hóa năng lượng | Hỗ trợ sức khỏe tổng thể,"Vitamin A, C, D, E | Vitamin nhóm B | I-ốt | Kẽm | Biotin",Người lớn: nhai 2 viên mỗi ngày cùng bữa ăn.,Mỹ,Không dùng cho trẻ dưới 12 tuổi nếu không có chỉ định của bác sĩ.,người lớn vitamin tổng hợp kẹo dẻo kirkland miễn dịch năng lượng
1563168,,"Children's Motrin Suspension Dye-Free Berry, 3x4 oz",https://app.warehouserunner.com/costco/1563168-children-s-motrin-suspension-dye-free-berry-3x4oz,,,,,,,,,,,,,
